blob,exports,arch,bits,endian,machine,osabi,has_sensor_open_lib,has_eeprom_open_lib,has_actuator_open_lib,deps
vendor.display.color@1.0.so,152,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.display.postproc@1.0.so,68,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.data.factory@2.0.so,83,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.hardware.data.cne.internal.api@1.0.so;vendor.qti.hardware.data.cne.internal.constants@1.0.so;vendor.qti.hardware.data.cne.internal.server@1.0.so;vendor.qti.hardware.data.dynamicdds@1.0.so;vendor.qti.hardware.data.qmi@1.0.so;vendor.qti.ims.rcsconfig@1.0.so;vendor.qti.latency@2.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;15 libraries
vendor.qti.data.factory@2.1.so,80,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.data.factory@2.0.so;vendor.qti.data.slm@1.0.so;vendor.qti.hardware.data.cne.internal.api@1.0.so;vendor.qti.hardware.data.cne.internal.constants@1.0.so;vendor.qti.hardware.data.cne.internal.server@1.0.so;vendor.qti.hardware.data.dynamicdds@1.0.so;vendor.qti.hardware.data.qmi@1.0.so;vendor.qti.ims.rcsconfig@1.0.so;vendor.qti.ims.rcsconfig@1.1.so;vendor.qti.latency@2.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;18 libraries
vendor.qti.data.factory@2.2.so,82,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.data.factory@2.0.so;vendor.qti.data.factory@2.1.so;vendor.qti.data.mwqem@1.0.so;vendor.qti.data.slm@1.0.so;vendor.qti.hardware.data.cne.internal.api@1.0.so;vendor.qti.hardware.data.cne.internal.constants@1.0.so;vendor.qti.hardware.data.cne.internal.server@1.0.so;vendor.qti.hardware.data.dynamicdds@1.0.so;vendor.qti.hardware.data.qmi@1.0.so;vendor.qti.ims.rcsconfig@1.0.so;vendor.qti.ims.rcsconfig@1.1.so;vendor.qti.latency@2.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;20 libraries
vendor.qti.data.factory@2.3.so,86,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.data.factory@2.0.so;vendor.qti.data.factory@2.1.so;vendor.qti.data.factory@2.2.so;vendor.qti.data.mwqem@1.0.so;vendor.qti.data.slm@1.0.so;vendor.qti.hardware.data.cne.internal.api@1.0.so;vendor.qti.hardware.data.cne.internal.constants@1.0.so;vendor.qti.hardware.data.cne.internal.server@1.0.so;vendor.qti.hardware.data.dynamicdds@1.0.so;vendor.qti.hardware.data.lce@1.0.so;vendor.qti.hardware.data.qmi@1.0.so;vendor.qti.ims.rcsconfig@1.0.so;vendor.qti.ims.rcsconfig@1.1.so;vendor.qti.latency@2.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;22 libraries
vendor.qti.data.mwqem@1.0.so,136,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.data.slm@1.0.so,136,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.gnss@1.0.so,1534,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];android.hardware.gnss@1.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
vendor.qti.gnss@1.1.so,1420,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];android.hardware.gnss@1.0.so;vendor.qti.gnss@1.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;10 libraries
vendor.qti.gnss@1.2.so,270,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];android.hardware.gnss@1.0.so;vendor.qti.gnss@1.0.so;vendor.qti.gnss@1.1.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;11 libraries
vendor.qti.gnss@2.0.so,120,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];android.hardware.gnss@1.0.so;vendor.qti.gnss@1.0.so;vendor.qti.gnss@1.1.so;vendor.qti.gnss@1.2.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;12 libraries
vendor.qti.gnss@2.1.so,1119,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];android.hardware.gnss@1.0.so;vendor.qti.gnss@1.0.so;vendor.qti.gnss@1.1.so;vendor.qti.gnss@1.2.so;vendor.qti.gnss@2.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;13 libraries
vendor.qti.gnss@3.0.so,269,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];android.hardware.gnss@1.0.so;vendor.qti.gnss@1.0.so;vendor.qti.gnss@1.1.so;vendor.qti.gnss@1.2.so;vendor.qti.gnss@2.0.so;vendor.qti.gnss@2.1.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;14 libraries
vendor.qti.gnss@4.0.so,467,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];android.hardware.gnss@1.0.so;vendor.qti.gnss@1.0.so;vendor.qti.gnss@1.1.so;vendor.qti.gnss@1.2.so;vendor.qti.gnss@2.0.so;vendor.qti.gnss@2.1.so;vendor.qti.gnss@3.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;15 libraries
vendor.qti.gnss@4.1-impl.so,413,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];liblog.so;libhidlbase.so;libutils.so;android.hardware.gnss@1.0.so;android.hardware.gnss@1.1.so;vendor.qti.gnss@1.0.so;vendor.qti.gnss@1.1.so;vendor.qti.gnss@1.2.so;vendor.qti.gnss@2.0.so;vendor.qti.gnss@2.1.so;vendor.qti.gnss@3.0.so;vendor.qti.gnss@4.0.so;vendor.qti.gnss@4.1.so;libloc_core.so;libgps.utils.so;liblocation_api.so;liblocationservice_glue.so;liblbs_core.so;libdataitems.so;liblocationservice.so;libxtadapter.so;libizat_core.so;libizat_client_api.so;libc++.so;libc.so;libm.so;libdl.so;27 libraries
vendor.qti.gnss@4.1-service.so,4,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];liblog.so;libcutils.so;libbase.so;libutils.so;libgps.utils.so;libqti_vndfwk_detect.so;libhidlbase.so;android.hardware.gnss@1.0.so;android.hardware.gnss@1.1.so;android.hardware.gnss@2.0.so;vendor.qti.gnss@1.0.so;vendor.qti.gnss@1.1.so;vendor.qti.gnss@1.2.so;vendor.qti.gnss@2.0.so;vendor.qti.gnss@2.1.so;vendor.qti.gnss@3.0.so;vendor.qti.gnss@4.0.so;vendor.qti.gnss@4.1.so;libc++.so;libc.so;libm.so;libdl.so;22 libraries
vendor.qti.gnss@4.1.so,275,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];android.hardware.gnss@1.0.so;vendor.qti.gnss@1.0.so;vendor.qti.gnss@1.1.so;vendor.qti.gnss@1.2.so;vendor.qti.gnss@2.0.so;vendor.qti.gnss@2.1.so;vendor.qti.gnss@3.0.so;vendor.qti.gnss@4.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;16 libraries
vendor.qti.hardware.alarm@1.0-impl.so,12,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;libutils.so;liblog.so;libcutils.so;libhardware.so;libbase.so;vendor.qti.hardware.alarm@1.0.so;libc++.so;libc.so;libm.so;libdl.so;11 libraries
vendor.qti.hardware.alarm@1.0.so,77,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.bluetooth_sar@1.0.so,68,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.bluetooth_sar@1.1-impl.so,27,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;libutils.so;liblog.so;libbase.so;libcutils.so;vendor.qti.hardware.bluetooth_sar@1.0.so;vendor.qti.hardware.bluetooth_sar@1.1.so;android.hardware.bluetooth@1.0-impl-qti.so;libc++.so;libc.so;libm.so;libdl.so;12 libraries
vendor.qti.hardware.bluetooth_sar@1.1.so,72,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.hardware.bluetooth_sar@1.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
vendor.qti.hardware.btconfigstore@2.0-impl.so,12,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libbase.so;libcutils.so;libhidlbase.so;liblog.so;libutils.so;vendor.qti.hardware.btconfigstore@2.0.so;android.hardware.bluetooth@1.0-impl-qti.so;libc++.so;libc.so;libm.so;libdl.so;11 libraries
vendor.qti.hardware.cacert@1.0.so,135,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.data.cne.internal.api@1.0.so,227,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.hardware.data.cne.internal.constants@1.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
vendor.qti.hardware.data.cne.internal.constants@1.0.so,3,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.data.cne.internal.server@1.0.so,195,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.hardware.data.cne.internal.constants@1.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
vendor.qti.hardware.data.connection@1.0.so,209,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.data.connection@1.1.so,74,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.hardware.data.connection@1.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
vendor.qti.hardware.data.dynamicdds@1.0.so,344,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.data.iwlan@1.0.so,245,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];android.hardware.radio@1.0.so;android.hardware.radio@1.1.so;android.hardware.radio@1.2.so;android.hardware.radio@1.3.so;android.hardware.radio@1.4.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;13 libraries
vendor.qti.hardware.data.latency@1.0.so,198,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.data.lce@1.0.so,207,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.data.qmi@1.0.so,206,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.dsp@1.0.so,138,arch     arm,bits     16,endian   little,machine  ARM,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.fm@1.0-impl.so,92,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libbase.so;libcutils.so;libhidlbase.so;liblog.so;libutils.so;vendor.qti.hardware.fm@1.0.so;android.hardware.bluetooth@1.0-impl-qti.so;libqmi_cci.so;libqmi.so;libqmiservices.so;libc++.so;libc.so;libm.so;libdl.so;14 libraries
vendor.qti.hardware.fm@1.0.so,142,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.mwqemadapter@1.0.so,149,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.qccsyshal@1.0.so,171,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.radio.am@1.0.so,139,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.radio.atcmdfwd@1.0.so,74,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.radio.ims@1.0.so,551,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.radio.ims@1.1.so,207,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.hardware.radio.ims@1.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
vendor.qti.hardware.radio.ims@1.2.so,351,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.hardware.radio.ims@1.0.so;vendor.qti.hardware.radio.ims@1.1.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;10 libraries
vendor.qti.hardware.radio.ims@1.3.so,357,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.hardware.radio.ims@1.0.so;vendor.qti.hardware.radio.ims@1.1.so;vendor.qti.hardware.radio.ims@1.2.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;11 libraries
vendor.qti.hardware.radio.ims@1.4.so,373,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.hardware.radio.ims@1.0.so;vendor.qti.hardware.radio.ims@1.1.so;vendor.qti.hardware.radio.ims@1.2.so;vendor.qti.hardware.radio.ims@1.3.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;12 libraries
vendor.qti.hardware.radio.ims@1.5.so,397,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.hardware.radio.ims@1.0.so;vendor.qti.hardware.radio.ims@1.1.so;vendor.qti.hardware.radio.ims@1.2.so;vendor.qti.hardware.radio.ims@1.3.so;vendor.qti.hardware.radio.ims@1.4.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;13 libraries
vendor.qti.hardware.radio.ims@1.6.so,462,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.hardware.radio.ims@1.0.so;vendor.qti.hardware.radio.ims@1.1.so;vendor.qti.hardware.radio.ims@1.2.so;vendor.qti.hardware.radio.ims@1.3.so;vendor.qti.hardware.radio.ims@1.4.so;vendor.qti.hardware.radio.ims@1.5.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;14 libraries
vendor.qti.hardware.radio.ims@1.7.so,423,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.hardware.radio.ims@1.0.so;vendor.qti.hardware.radio.ims@1.1.so;vendor.qti.hardware.radio.ims@1.2.so;vendor.qti.hardware.radio.ims@1.3.so;vendor.qti.hardware.radio.ims@1.4.so;vendor.qti.hardware.radio.ims@1.5.so;vendor.qti.hardware.radio.ims@1.6.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;15 libraries
vendor.qti.hardware.radio.internal.deviceinfo@1.0.so,216,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.radio.lpa@1.0.so,224,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.radio.lpa@1.1.so,148,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.hardware.radio.lpa@1.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
vendor.qti.hardware.radio.lpa@1.2.so,150,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.hardware.radio.lpa@1.0.so;vendor.qti.hardware.radio.lpa@1.1.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;10 libraries
vendor.qti.hardware.radio.qcrilhook@1.0.so,201,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.radio.qtiradio@1.0.so,201,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.radio.qtiradio@2.0.so,262,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];android.hardware.radio@1.0.so;vendor.qti.hardware.radio.qtiradio@1.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;10 libraries
vendor.qti.hardware.radio.qtiradio@2.1.so,255,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];android.hardware.radio@1.0.so;vendor.qti.hardware.radio.qtiradio@1.0.so;vendor.qti.hardware.radio.qtiradio@2.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;11 libraries
vendor.qti.hardware.radio.qtiradio@2.2.so,257,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];android.hardware.radio@1.0.so;vendor.qti.hardware.radio.qtiradio@1.0.so;vendor.qti.hardware.radio.qtiradio@2.0.so;vendor.qti.hardware.radio.qtiradio@2.1.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;12 libraries
vendor.qti.hardware.radio.qtiradio@2.3.so,198,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];android.hardware.radio@1.0.so;vendor.qti.hardware.radio.qtiradio@1.0.so;vendor.qti.hardware.radio.qtiradio@2.0.so;vendor.qti.hardware.radio.qtiradio@2.1.so;vendor.qti.hardware.radio.qtiradio@2.2.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;13 libraries
vendor.qti.hardware.radio.qtiradio@2.4.so,198,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];android.hardware.radio@1.0.so;android.hardware.radio@1.1.so;vendor.qti.hardware.radio.qtiradio@1.0.so;vendor.qti.hardware.radio.qtiradio@2.0.so;vendor.qti.hardware.radio.qtiradio@2.1.so;vendor.qti.hardware.radio.qtiradio@2.2.so;vendor.qti.hardware.radio.qtiradio@2.3.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;15 libraries
vendor.qti.hardware.radio.uim@1.0.so,198,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.radio.uim@1.1.so,145,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.hardware.radio.uim@1.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
vendor.qti.hardware.radio.uim@1.2.so,160,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.hardware.radio.uim@1.0.so;vendor.qti.hardware.radio.uim@1.1.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;10 libraries
vendor.qti.hardware.radio.uim_remote_client@1.0.so,224,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.radio.uim_remote_client@1.1.so,77,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.hardware.radio.uim_remote_client@1.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
vendor.qti.hardware.radio.uim_remote_client@1.2.so,83,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.hardware.radio.uim_remote_client@1.0.so;vendor.qti.hardware.radio.uim_remote_client@1.1.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;10 libraries
vendor.qti.hardware.radio.uim_remote_server@1.0.so,249,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.slmadapter@1.0.so,149,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.hardware.tui_comm@1.0.so,159,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.ims.callcapability@1.0.so,137,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.ims.callinfo@1.0.so,133,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.ims.factory@1.0.so,71,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.ims.callcapability@1.0.so;vendor.qti.ims.rcsconfig@2.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;10 libraries
vendor.qti.ims.factory@1.1.so,73,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.ims.callcapability@1.0.so;vendor.qti.ims.factory@1.0.so;vendor.qti.ims.rcsconfig@2.0.so;vendor.qti.ims.rcsconfig@2.1.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;12 libraries
vendor.qti.ims.rcsconfig@1.0.so,200,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.ims.rcsconfig@1.1.so,217,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.ims.rcsconfig@1.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
vendor.qti.ims.rcsconfig@2.0.so,416,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;8 libraries
vendor.qti.ims.rcsconfig@2.1.so,149,arch     arm,bits     64,endian   little,machine  ARM aarch64,os       android,False,False,False,[Linked libraries];vendor.qti.ims.rcsconfig@2.0.so;libhidlbase.so;liblog.so;libutils.so;libcutils.so;libc++.so;libc.so;libm.so;libdl.so;9 libraries
